model,dataset,lr1,out_dim,hid_dim,pred_hid,edge_drop_rate,feat_mask_rate,val_acc
BGRL,PubMed,0.0005,256,512,512,0.5,0.4,0.793333371480306
BGRL,PubMed,0.0005,256,512,512,0.5,0.4,0.7753333648045858
BGRL,PubMed,0.0001,256,512,512,0.5,0.4,0.8280000487963358
BGRL,PubMed,0.0001,256,512,512,0.5,0.4,0.8213333686192831
BGRL,PubMed,0.0005,256,512,512,0.5,0.5,0.7746667067209879
BGRL,PubMed,0.0005,256,512,512,0.5,0.5,0.7893333633740743
BGRL,PubMed,0.0001,256,512,512,0.5,0.5,0.8313333789507548
BGRL,PubMed,0.0001,256,512,512,0.5,0.5,0.8266667127609253
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.0,0.7133333683013916
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.0,0.6906666954358419
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.0,0.7333333690961202
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.0,0.7333333690961202
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.1,0.7900000413258871
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.1,0.8053333560625712
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.1,0.765333374341329
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.1,0.7640000383059183
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.2,0.8106667002042135
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.2,0.7980000376701355
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.2,0.8033333818117777
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.2,0.7986666957537333
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.3,0.8080000281333923
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.3,0.8100000421206156
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.3,0.8166667222976685
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.3,0.8140000303586324
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.4,0.812000036239624
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.4,0.8006667097409567
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.4,0.8240000406901041
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.4,0.8166667024294535
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.5,0.812000036239624
BGRL,PubMed,0.0005,512,1024,1024,0.3,0.5,0.8013333678245544
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.5,0.8300000627835592
BGRL,PubMed,0.0001,512,1024,1024,0.3,0.5,0.8300000429153442
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.0,0.7173333565394083
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.0,0.72133336464564
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.0,0.6933333476384481
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.0,0.6993333697319031
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.1,0.8113333781560262
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.1,0.8100000421206156
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.1,0.7566667000452677
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.1,0.7620000243186951
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.2,0.7953333655993143
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.2,0.8026666839917501
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.2,0.7860000530878702
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.2,0.7793333729108175
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.3,0.812000036239624
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.3,0.7960000435511271
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.3,0.8106667002042135
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.3,0.8146667083104452
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.4,0.793333371480306
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.4,0.7893333633740743
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.4,0.8266667127609253
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.4,0.8240000406901041
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.5,0.8006667097409567
BGRL,PubMed,0.0005,512,1024,1024,0.4,0.5,0.8173333803812662
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.5,0.8266666928927103
BGRL,PubMed,0.0001,512,1024,1024,0.4,0.5,0.8246667186419169
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.0,0.7280000448226929
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.0,0.7126667102177938
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.0,0.7180000344912211
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.0,0.72133336464564
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.1,0.8020000457763672
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.1,0.7940000494321188
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.1,0.7506666978200277
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.1,0.76200004418691
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.2,0.8046666979789734
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.2,0.8086667060852051
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.2,0.7780000368754069
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.2,0.7960000435511271
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.3,0.7846667170524597
BGRL,PubMed,0.0005,512,1024,1024,0.5,0.3,0.7886667052904764
BGRL,PubMed,0.0001,512,1024,1024,0.5,0.3,0.8060000340143839
