model,dataset,epochs,layers,lambd,lr1,wd1,lr2,wd2,channels,edge_drop_rate,feat_mask_rate,mlp_use,val_acc
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.829600042104721
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.8086000204086303
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.8406000435352325
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.8440000355243683
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.7150000333786011
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.8234000384807587
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.8274000465869904
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.8068000376224518
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.8460000395774842
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.8422000467777252
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.8260000288486481
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.8066000461578369
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.8072000443935394
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8392000436782837
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8256000459194184
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8268000364303589
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.8246000468730926
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.8018000364303589
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.8072000443935394
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8366000294685364
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8348000407218933
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.829000037908554
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.8228000462055206
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.8130000412464142
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.8188000440597534
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8388000369071961
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8320000410079956
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8312000453472137
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.820000046491623
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.8172000408172607
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.8186000406742096
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.8424000382423401
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.8330000460147857
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.83340003490448
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.7838000297546387
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.8230000376701355
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.8210000336170197
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8302000343799592
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.838200032711029
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8374000430107117
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.7912000298500061
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.8240000426769256
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.8204000294208527
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8276000380516052
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8402000308036804
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8374000310897827
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.7530000448226929
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.8292000412940979
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.8278000473976135
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8232000410556793
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8450000405311584
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8378000438213349
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.7266000211238861
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.8302000463008881
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.8250000417232514
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.8216000437736511
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.843200045824051
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.8376000404357911
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.7126000344753265
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.8244000375270844
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.8292000472545624
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.8068000376224518
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.8414000332355499
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.8438000440597534
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.7088000297546386
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.8250000357627869
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.8278000473976135
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.812600040435791
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.8366000354290009
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.8412000477313996
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.8298000395298004
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.8080000340938568
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.8116000294685364
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8430000483989716
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8288000404834748
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8308000326156616
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.8318000376224518
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.8076000392436982
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.8072000443935394
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.84000004529953
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.8288000345230102
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.8334000408649445
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.8232000529766083
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.8202000379562377
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.8166000366210937
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8344000399112701
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8372000396251679
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8374000489711761
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.8222000420093536
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.8180000424385071
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.8154000341892242
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8366000473499298
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8364000439643859
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8330000400543213
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.7872000336647034
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.824200040102005
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.8246000349521637
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8320000469684601
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8392000496387482
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8376000404357911
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.7816000342369079
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.8226000428199768
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.8234000444412232
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8288000464439392
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8414000332355499
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8356000423431397
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.7298000395298004
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.8272000432014466
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.8300000429153442
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8198000431060791
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8448000371456146
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8380000531673432
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.7308000326156616
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.8302000403404236
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.828400045633316
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.8246000409126282
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.8420000493526458
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.8378000497817993
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.7168000340461731
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.8214000403881073
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.8312000393867492
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.8110000312328338
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.8400000393390655
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.8432000398635864
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.707200038433075
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.8204000473022461
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.8288000404834748
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.8124000310897828
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.8434000372886657
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.8416000485420227
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.8296000361442566
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.8122000336647034
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.8146000325679779
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8394000470638275
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8320000410079956
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8328000485897065
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.829600042104721
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.809000039100647
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.8090000331401825
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8422000408172607
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8328000485897065
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8300000429153442
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.8160000264644622
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.8216000437736511
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.8192000329494477
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8434000492095948
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8348000347614288
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8330000400543213
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.8148000419139863
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.8202000439167023
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.8196000277996063
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8358000457286835
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8370000422000885
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8346000492572785
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.7804000377655029
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.8246000468730926
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.8244000434875488
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8328000366687774
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8386000394821167
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8368000447750091
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.7746000289916992
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.8208000481128692
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.8222000479698182
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8312000393867492
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8422000467777252
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8412000417709351
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.7368000328540802
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.8246000349521637
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.8288000404834748
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8196000337600708
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8414000451564789
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8382000386714935
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.729200029373169
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.827200049161911
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.8254000425338746
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8174000382423401
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8470000386238098
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8336000502109527
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.709600031375885
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.821800047159195
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.8292000412940979
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.8070000469684601
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.8422000408172607
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.8390000462532043
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.7124000251293182
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.8226000368595123
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.8268000483512878
