model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.0,False,0.8480000436306
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.1,False,0.7070000231266022
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.1,False,0.7080000281333924
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.1,False,0.7106000363826752
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.1,False,0.8198000311851501
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.1,False,0.8076000392436982
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.1,False,0.79000004529953
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.1,False,0.8320000350475312
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.1,False,0.8310000360012054
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.1,False,0.8204000413417816
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.1,False,0.821800035238266
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.1,False,0.848600047826767
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.1,False,0.8434000432491302
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.1,False,0.8138000428676605
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.1,False,0.8452000439167022
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.1,False,0.8398000359535217
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.1,False,0.8048000335693359
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.1,False,0.8402000367641449
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.1,False,0.8502000391483306
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.2,False,0.7618000328540802
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.2,False,0.765600037574768
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.2,False,0.7508000314235688
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.2,False,0.8204000413417816
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.2,False,0.8206000387668609
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.2,False,0.810800039768219
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.2,False,0.8304000437259674
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.2,False,0.8384000420570373
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.2,False,0.8328000426292419
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.2,False,0.822400027513504
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.2,False,0.8458000421524048
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.2,False,0.8372000396251679
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.2,False,0.8182000398635865
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.2,False,0.8468000411987304
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.2,False,0.8460000336170197
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.2,False,0.8076000392436982
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.2,False,0.8386000335216522
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.2,False,0.853000032901764
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.3,False,0.7942000329494476
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.3,False,0.7868000388145446
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.3,False,0.767000037431717
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.3,False,0.8374000489711761
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.3,False,0.8252000451087952
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.3,False,0.8172000348567963
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.3,False,0.8330000519752503
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.3,False,0.840000057220459
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.3,False,0.8392000317573547
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.3,False,0.8278000354766846
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.3,False,0.8514000356197358
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.3,False,0.8434000432491302
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.3,False,0.8234000504016876
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.3,False,0.8476000368595124
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.3,False,0.8486000299453735
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.3,False,0.8050000429153442
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.3,False,0.847400039434433
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.3,False,0.8512000381946564
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.4,False,0.8116000413894653
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.4,False,0.7984000325202942
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.4,False,0.7814000368118286
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.4,False,0.8286000490188599
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.4,False,0.8296000361442566
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.4,False,0.8256000399589538
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.4,False,0.8356000363826752
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.4,False,0.8420000374317169
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.4,False,0.8402000427246094
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.4,False,0.8280000448226928
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.4,False,0.8498000383377076
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.4,False,0.8394000470638275
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.4,False,0.8104000389575958
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.4,False,0.8510000467300415
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.4,False,0.8480000495910645
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.4,False,0.8048000335693359
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.4,False,0.8470000505447388
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.4,False,0.8538000404834747
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.5,False,0.8314000487327575
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.5,False,0.8158000409603119
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.5,False,0.7982000470161438
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.5,False,0.8374000430107117
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.5,False,0.8410000383853913
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.5,False,0.8294000446796417
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.5,False,0.8336000442504883
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.5,False,0.8466000497341156
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.5,False,0.8458000481128692
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.5,False,0.8240000426769256
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.5,False,0.8468000292778015
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.5,False,0.8434000313282013
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.5,False,0.8226000308990479
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.5,False,0.8468000411987304
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.5,False,0.851000040769577
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.5,False,0.8028000354766845
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.5,False,0.8454000353813171
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.5,False,0.8512000441551208
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.0,False,0.5224000215530396
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.0,False,0.4568000227212906
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.0,False,0.4520000249147415
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.0,False,0.8176000356674195
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.0,False,0.7894000470638275
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.0,False,0.7630000352859497
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.0,False,0.8418000519275666
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.0,False,0.8210000395774841
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.0,False,0.8050000309944153
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.0,False,0.8356000304222106
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.0,False,0.8392000377178193
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.0,False,0.837000048160553
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.8356000423431397
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.8514000356197358
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.8398000419139862
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.8144000411033631
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.8490000367164612
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.847400039434433
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.724800032377243
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.7248000383377076
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.7124000310897827
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.8264000415802002
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.8006000339984893
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.7800000369548797
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.8436000406742096
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.837000048160553
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.8170000374317169
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.838200032711029
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.8394000470638275
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.8268000483512878
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.8324000298976898
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.8502000331878662
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.8398000419139862
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.8224000453948974
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.8492000341415405
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.8510000467300415
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.7728000283241272
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.7616000354290009
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.759600031375885
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.8298000454902649
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.8156000316143036
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.7940000236034394
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.8378000378608703
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.8340000450611115
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.8276000499725342
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.8412000417709351
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.8370000302791596
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.8376000404357911
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.8286000490188599
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.8528000354766846
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.8402000486850738
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.827200037240982
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.8512000381946564
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.8518000423908234
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.7900000393390656
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.7854000389575958
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.7676000356674194
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.8426000297069549
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.8250000357627869
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.8018000423908234
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.8490000426769256
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.8374000489711761
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.8342000424861908
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.8444000482559204
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.8476000428199768
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.8440000414848328
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.3,False,0.8350000441074371
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.3,False,0.8532000362873078
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.3,False,0.8416000366210937
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.3,False,0.8276000320911407
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.3,False,0.8526000380516052
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.3,False,0.8490000367164612
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.4,False,0.8100000381469726
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.4,False,0.8032000362873077
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.4,False,0.784600031375885
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.4,False,0.845400047302246
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.4,False,0.8278000473976135
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.4,False,0.8194000363349915
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.4,False,0.8458000302314759
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.4,False,0.8352000415325165
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.4,False,0.8416000425815582
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.4,False,0.8412000298500061
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.4,False,0.8454000413417816
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.4,False,0.8448000431060791
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.4,False,0.835800039768219
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.4,False,0.851600044965744
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.4,False,0.8434000432491302
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.4,False,0.8246000409126282
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.4,False,0.8536000370979309
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.4,False,0.8498000383377076
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.5,False,0.8206000387668609
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.5,False,0.8088000357151032
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.5,False,0.7928000330924988
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.5,False,0.8498000383377076
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.5,False,0.8426000416278839
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.5,False,0.823600035905838
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.5,False,0.8482000410556794
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.5,False,0.8408000469207764
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.5,False,0.8440000414848328
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.5,False,0.8430000364780426
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.5,False,0.8452000439167022
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.5,False,0.8472000420093536
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.5,False,0.8342000544071198
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.5,False,0.8524000346660614
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.5,False,0.8476000428199768
CLGR,PubMed,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.5,False,0.8290000557899475
CLGR,PubMed,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.5,False,0.851600033044815
CLGR,PubMed,100,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.5,False,0.8480000376701355
